Phone timestamp;RR-interval [ms]
2023-02-11T15:47:43.296;889
2023-02-11T15:47:44.185;789
2023-02-11T15:47:44.974;735
2023-02-11T15:47:45.709;636
2023-02-11T15:47:46.345;748
2023-02-11T15:47:47.093;858
2023-02-11T15:47:47.951;827
2023-02-11T15:47:48.778;705
2023-02-11T15:47:49.483;696
2023-02-11T15:47:50.179;694
2023-02-11T15:47:50.873;729
2023-02-11T15:47:51.602;687
2023-02-11T15:47:52.289;733
2023-02-11T15:47:53.022;765
2023-02-11T15:47:53.787;683
2023-02-11T15:47:54.470;611
2023-02-11T15:47:55.081;584
2023-02-11T15:47:55.665;566
2023-02-11T15:47:56.231;561
2023-02-11T15:47:56.792;539
2023-02-11T15:47:57.331;530
2023-02-11T15:47:57.861;529
2023-02-11T15:47:58.390;525
2023-02-11T15:47:58.915;526
2023-02-11T15:47:59.441;514
2023-02-11T15:47:59.955;513
2023-02-11T15:48:00.468;511
2023-02-11T15:48:00.979;508
2023-02-11T15:48:01.487;510
2023-02-11T15:48:01.997;495
2023-02-11T15:48:02.492;493
2023-02-11T15:48:02.985;491
2023-02-11T15:48:03.476;491
2023-02-11T15:48:03.967;497
2023-02-11T15:48:04.464;484
2023-02-11T15:48:04.948;485
2023-02-11T15:48:05.433;488
2023-02-11T15:48:05.921;473
2023-02-11T15:48:06.394;478
2023-02-11T15:48:06.872;472
2023-02-11T15:48:07.344;473
2023-02-11T15:48:07.817;458
2023-02-11T15:48:08.275;459
2023-02-11T15:48:08.734;455
2023-02-11T15:48:09.189;453
2023-02-11T15:48:09.642;449
2023-02-11T15:48:10.091;438
2023-02-11T15:48:10.529;439
2023-02-11T15:48:10.968;438
2023-02-11T15:48:11.406;439
2023-02-11T15:48:11.845;427
2023-02-11T15:48:12.272;423
2023-02-11T15:48:12.695;429
2023-02-11T15:48:13.124;424
2023-02-11T15:48:13.548;423
2023-02-11T15:48:13.971;419
2023-02-11T15:48:14.390;420
2023-02-11T15:48:14.810;420
2023-02-11T15:48:15.230;415
2023-02-11T15:48:15.645;416
2023-02-11T15:48:16.061;417
2023-02-11T15:48:16.478;415
2023-02-11T15:48:16.893;416
2023-02-11T15:48:17.309;419
2023-02-11T15:48:17.728;419
2023-02-11T15:48:18.147;420
2023-02-11T15:48:18.567;417
2023-02-11T15:48:18.984;416
2023-02-11T15:48:19.400;419
2023-02-11T15:48:19.819;423
2023-02-11T15:48:20.242;424
2023-02-11T15:48:20.666;429
2023-02-11T15:48:21.095;429
2023-02-11T15:48:21.524;431
2023-02-11T15:48:21.955;437
2023-02-11T15:48:22.392;443
2023-02-11T15:48:22.835;445
2023-02-11T15:48:23.280;443
2023-02-11T15:48:23.723;445
2023-02-11T15:48:24.168;448
2023-02-11T15:48:24.616;452
2023-02-11T15:48:25.068;453
2023-02-11T15:48:25.521;454
2023-02-11T15:48:25.975;457
2023-02-11T15:48:26.432;460
2023-02-11T15:48:26.892;455
2023-02-11T15:48:27.347;446
2023-02-11T15:48:27.793;449
2023-02-11T15:48:28.242;438
2023-02-11T15:48:28.680;437
2023-02-11T15:48:29.117;437
2023-02-11T15:48:29.554;437
2023-02-11T15:48:29.991;438
2023-02-11T15:48:30.429;438
2023-02-11T15:48:30.867;444
2023-02-11T15:48:31.311;444
2023-02-11T15:48:31.755;442
2023-02-11T15:48:32.197;444
2023-02-11T15:48:32.641;448
2023-02-11T15:48:33.089;458
2023-02-11T15:48:33.547;472
2023-02-11T15:48:34.019;477
2023-02-11T15:48:34.496;479
2023-02-11T15:48:34.975;478
2023-02-11T15:48:35.453;471
2023-02-11T15:48:35.924;476
2023-02-11T15:48:36.400;469
2023-02-11T15:48:36.869;469
2023-02-11T15:48:37.338;466
2023-02-11T15:48:37.804;462
2023-02-11T15:48:38.266;457
2023-02-11T15:48:38.723;457
2023-02-11T15:48:39.180;456
2023-02-11T15:48:39.636;458
2023-02-11T15:48:40.094;458
2023-02-11T15:48:40.552;457
2023-02-11T15:48:41.009;457
2023-02-11T15:48:41.466;457
2023-02-11T15:48:41.923;459
2023-02-11T15:48:42.382;459
2023-02-11T15:48:42.841;460
2023-02-11T15:48:43.301;460
2023-02-11T15:48:43.761;457
2023-02-11T15:48:44.218;453
2023-02-11T15:48:44.671;452
2023-02-11T15:48:45.123;451
2023-02-11T15:48:45.574;453
2023-02-11T15:48:46.027;455
2023-02-11T15:48:46.482;459
2023-02-11T15:48:46.941;461
2023-02-11T15:48:47.402;461
2023-02-11T15:48:47.863;451
2023-02-11T15:48:48.314;455
2023-02-11T15:48:48.769;455
2023-02-11T15:48:49.224;464
2023-02-11T15:48:49.688;482
2023-02-11T15:48:50.170;496
2023-02-11T15:48:50.666;487
2023-02-11T15:48:51.153;470
2023-02-11T15:48:51.623;476
